-- 출결
-- 1강의실(30명)
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-03-02', '09:05', '17:52', '정상', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:54', '정상', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:07', '17:51', '정상', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:53', '정상', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:07', '17:53', '정상', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:12', '17:51', '지각', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:06', '17:52', '정상', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:08', '17:52', '정상', 68);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:11', '17:52', '지각', 69);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:10', '17:54', '지각', 70);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:50', '정상', 71);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:06', '17:51', '정상', 72);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:53', '정상', 73);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:54', '정상', 74);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:06', '17:50', '정상', 75);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:52', '정상', 76);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:11', '17:50', '지각', 77);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:10', '17:51', '지각', 78);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:02', '17:53', '정상', 79);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:10', '17:50', '지각', 80);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:10', '17:54', '지각', 81);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:02', '17:54', '정상', 82);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:06', '17:53', '정상', 83);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:02', '17:51', '정상', 84);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:04', '17:54', '정상', 85);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:03', '17:52', '정상', 86);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:05', '17:53', '정상', 87);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:07', '17:54', '정상', 88);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:08', '17:51', '정상', 89);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-17', '09:01', '17:52', '정상', 90);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:07', '17:50', '정상', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:04', '17:50', '정상', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:11', '17:53', '지각', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:11', '17:54', '지각', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:03', '17:51', '정상', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:04', '17:54', '정상', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:01', '17:52', '정상', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:06', '17:50', '정상', 68);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:03', '17:51', '정상', 69);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:01', '17:54', '정상', 70);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:07', '17:54', '정상', 71);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:07', '17:50', '정상', 72);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:01', '17:52', '정상', 73);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:10', '17:52', '지각', 74);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:04', '17:53', '정상', 75);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:07', '17:50', '정상', 76);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:05', '17:51', '정상', 77);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:12', '17:51', '지각', 78);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:06', '17:50', '정상', 79);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:10', '17:54', '지각', 80);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:09', '17:51', '정상', 81);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:11', '17:51', '지각', 82);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:00', '17:50', '정상', 83);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:04', '17:54', '정상', 84);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:09', '17:53', '정상', 85);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:11', '17:50', '지각', 86);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:06', '17:51', '정상', 87);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:08', '17:53', '정상', 88);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:12', '17:54', '지각', 89);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-18', '09:00', '17:52', '정상', 90);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:11', '17:50', '지각', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:12', '17:54', '지각', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:01', '17:51', '정상', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:08', '17:53', '정상', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:10', '17:51', '지각', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:04', '17:53', '정상', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:09', '17:53', '정상', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:12', '17:53', '지각', 68);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:00', '17:51', '정상', 69);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:10', '17:52', '지각', 70);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:03', '17:52', '정상', 71);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:08', '17:51', '정상', 72);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:01', '17:54', '정상', 73);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:10', '17:52', '지각', 74);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:12', '17:50', '지각', 75);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:07', '17:51', '정상', 76);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:05', '17:52', '정상', 77);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:11', '17:54', '지각', 78);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:09', '17:51', '정상', 79);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:08', '17:54', '정상', 80);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:05', '17:53', '정상', 81);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:07', '17:50', '정상', 82);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:12', '17:53', '지각', 83);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:08', '17:51', '정상', 84);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:01', '17:53', '정상', 85);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:04', '17:52', '정상', 86);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:07', '17:54', '정상', 87);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:05', '17:53', '정상', 88);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:06', '17:54', '정상', 89);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-19', '09:01', '17:53', '정상', 90);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:06', '17:50', '정상', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:53', '정상', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:04', '17:53', '정상', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:02', '17:50', '정상', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:01', '17:51', '정상', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:00', '17:51', '정상', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:10', '17:54', '지각', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:04', '17:51', '정상', 68);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:10', '17:51', '지각', 69);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:08', '17:51', '정상', 70);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:01', '17:51', '정상', 71);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:08', '17:50', '정상', 72);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:01', '17:51', '정상', 73);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:04', '17:53', '정상', 74);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:09', '17:51', '정상', 75);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:02', '17:50', '정상', 76);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:05', '17:50', '정상', 77);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:54', '정상', 78);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:52', '정상', 79);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:54', '정상', 80);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:04', '17:54', '정상', 81);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:11', '17:54', '지각', 82);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:00', '17:54', '정상', 83);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:09', '17:53', '정상', 84);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:54', '정상', 85);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:07', '17:53', '정상', 86);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:09', '17:54', '정상', 87);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:01', '17:51', '정상', 88);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:03', '17:53', '정상', 89);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-20', '09:09', '17:52', '정상', 90);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:00', '17:50', '정상', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:02', '17:51', '정상', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:09', '17:51', '정상', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:05', '17:52', '정상', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:07', '17:51', '정상', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:06', '17:53', '정상', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:12', '17:50', '지각', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:02', '17:50', '정상', 68);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:02', '17:50', '정상', 69);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:02', '17:54', '정상', 70);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:12', '17:50', '지각', 71);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:05', '17:51', '정상', 72);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:06', '17:50', '정상', 73);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:11', '17:52', '지각', 74);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:06', '17:52', '정상', 75);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:06', '17:53', '정상', 76);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:05', '17:51', '정상', 77);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:00', '17:54', '정상', 78);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:05', '17:51', '정상', 79);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:04', '17:51', '정상', 80);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:10', '17:53', '지각', 81);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:01', '17:53', '정상', 82);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:11', '17:52', '지각', 83);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:02', '17:51', '정상', 84);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:11', '17:51', '지각', 85);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:09', '17:54', '정상', 86);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:08', '17:52', '정상', 87);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:01', '17:52', '정상', 88);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:12', '17:52', '지각', 89);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-21', '09:11', '17:51', '지각', 90);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:09', '17:54', '정상', 61);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:12', '17:50', '지각', 62);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:00', '17:53', '정상', 63);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:09', '17:52', '정상', 64);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:12', '17:50', '지각', 65);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:01', '17:51', '정상', 66);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:10', '17:54', '지각', 67);
INSERT INTO tblAttendance (attendanceSeq, AttendanceDate, inTime, outTime, condition, studentSeq) values (attendanceSeq.nextVal, '2021-05-24', '09:11', '17:51', '지각', 68);
